villes;Nom hotel;Note;URL;Description
Rouen;Le 4B - Le Tiki;Avec une note de 9.2;https://www.booking.com/hotel/fr/le-4b-mathilde.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Offrant une vue sur la ville, Le 4B - Le Tiki est un hébergement situé à Rouen, à 3,2 km du palais des sports Kindarena et à 3,8 km de la gare de Voltaire. Il est situé à moins de 1 km de la cathédrale Notre-Dame de Rouen et propose une connexion Wi-Fi gratuite ainsi qu'une sécurité d'une journée. L'établissement se trouve à 500 mètres de la gare de Rouen Rive Droite et à moins de 700 mètres du centre-ville.

Cet appartement d'une chambre comprend un salon avec une télévision par câble à écran plat, une kitchenette entièrement équipée avec un four et un micro-ondes ainsi qu'une salle de bains pourvue d'un sèche-cheveux. Les serviettes et le linge de lit sont fournis. Cet établissement est non-fumeurs.

Vous séjournerez à 4,9 km de la gare de l'hôtel de ville de Soteville et à 5,6 km de la station de tramway 14-juillet de Rouen. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 84 km."
Rouen;Hôtel Littéraire Gustave Flaubert, BW Signature Collection;Avec une note de 8.6;https://www.booking.com/hotel/fr/hotellitterairegustaveflaubert.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Situé dans le centre historique de Rouen, l'Hôtel Littéraire Gustave Flaubert, BW Signature Collection propose un hébergement sur le thème de la littérature en l'honneur de l'écrivain Gustave Flaubert. Situé à 3 km du Palais des sports de Rouen, l’établissement propose une connexion Wi-Fi gratuite accessible dans l’ensemble de ses locaux.

Les chambres élégantes disposent d’une télévision par satellite à écran plat. Chacune est également pourvue d’une salle de bains privative. Certaines possèdent une station d'accueil pour iPod.

Chaque matin, le petit-déjeuner vous sera servi dans la salle dédiée ou dans le confort de votre chambre. Après une journée bien remplie, vous pourrez vous détendre en savourant un verre dans le salon à cocktails de l’hôtel. Par ailleurs, vous trouverez de nombreux restaurants français et internationaux dans les environs.

Vous séjournerez à seulement 10 minutes de marche de la cathédrale Notre-Dame de Rouen et à 800 mètres du musée des Beaux-Arts."
Rouen;ibis Rouen Centre Champ de Mars;Avec une note de 7.9;https://www.booking.com/hotel/fr/ibis-rouen-champ-de-mars.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"L'hôtel ibis Rouen Champ de Mars est situé à seulement 10 minutes à pied du centre de Rouen et à 15 minutes de marche de la cathédrale. Il propose une réception ouverte 24h/24, un sauna et un hammam.

Toutes les chambres comprennent une télévision à écran plat, une armoire, un bureau et un téléphone. Leur salle de bains privative est pourvue d'un sèche-cheveux.

Tous les matins, vous savourerez un petit-déjeuner buffet composé de mets sucrés et salés, tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries préparées sur place et des madeleines fraîches sont proposées, ainsi qu'une boisson chaude et un fruit à emporter. En dehors des horaires habituels, un petit-déjeuner plus léger est disponible à partir de 4h00.

Lors de votre séjour, vous pourrez vous détendre avec un verre au bar sur place. Par ailleurs, vous trouverez des restaurants dans le centre-ville.

Sur place, vous profiterez d'une bagagerie et d'une connexion Wi-Fi gratuite dans l'ensemble des locaux. Enfin, vous rejoindrez la gare à 2 km, tandis que l’autoroute A150 est idéalement accessible à 10 minutes en voiture de l'ibis Rouen Champ de Mars. De plus, vous bénéficierez de bornes de recharge pour véhicules électriques sur place."
Rouen;DOMITYS Les Mosaïques;Avec une note de 8.8;https://www.booking.com/hotel/fr/domitys-les-mosaiques.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Situé à Rouen, à seulement 1 km de la gare de Voltaire, le DOMITYS Les Mosaïques propose un hébergement avec accès à une piscine intérieure, un jardin et un ascenseur. Un parking privé est disponible sur place. Il propose une connexion Wi-Fi gratuite dans l'ensemble de ses locaux, une terrasse et un restaurant. L'établissement propose également un hébergement pour les personnes à mobilité réduite.

Tous les logements disposent d'un balcon, d'une kitchenette entièrement équipée avec un micro-ondes, d'un coin repas et d'une télévision à écran plat. Leur salle de bains privative comprend une douche à l'italienne et un sèche-cheveux. Un grille-pain, un réfrigérateur, des plaques de cuisson, une machine à café et une bouilloire sont également fournis. Les logements comprennent du linge de lit et des serviettes.

Cet appart'hôtel sert un petit-déjeuner continental. Vous trouverez un café, un bar et un salon.

Vous pourrez jouer au billard sur place.

Vous séjournerez à 2 km de la gare de l'Hôtel de ville de Soteville et à 2,8 km de la station de tramway 14-juillet de Rouen. L'aéroport de Deauville-Normandie, le plus proche, est implanté à 84 km."
Rouen;Appart Rouen Centre;Avec une note de 8.2;https://www.booking.com/hotel/fr/appart-rouen-centre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from=searchresults;"Situé à moins de 800 mètres du centre de Rouen, l'Appart Rouen Centre propose un hébergement avec une connexion Wi-Fi gratuite ainsi qu'une kitchenette équipée d'un micro-ondes, d'un grille-pain et d'un réfrigérateur. Il est situé à moins de 1 km de la cathédrale Notre-Dame de Rouen et dispose d'une réception ouverte 24h/24. Vous séjournerez à 3,4 km de la gare de Voltaire et à 4,5 km de celle de Rouen.

Tous les logements comprennent un bureau, une télévision à écran plat, une salle de bains privative, du linge de lit et des serviettes. Vous disposerez également de plaques de cuisson, d'ustensiles de cuisine, d'une machine à café et d'une bouilloire. Les logements sont équipés du chauffage.

Vous trouverez un café sur place.

Vous pourrez jouer au billard sur place. La région est prisée des amateurs de randonnée et de pub. rampe.

Vous séjournerez à moins de 1 km de la gare de Rouen Rive Droite et à 2,8 km du palais des sports Kindarena de Rouen. L'aéroport de Deauville-Normandie, le plus proche, est à 85 km."
Rouen;Le Vieux Carré;Avec une note de 8;https://www.booking.com/hotel/fr/le-vieux-carre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from=searchresults;"L'hôtel Le Vieux Carré est situé dans le centre de Rouen, dans une zone piétonne, à seulement 850 mètres de la gare de Rouen-Rive-Droite. Il dispose de chambres avec salle de bains privative ainsi que d'une cour intérieure fleurie et arborée.

Le restaurant du Vieux Carré sert tous les jours un petit-déjeuner continental et le déjeuner. Dans l'après-midi, il se transforme en salon de thé servant des pâtisseries gastronomiques. Vous pourrez prendre vos repas en plein air, dans la cour.

Chaque chambre du Vieux Carré est équipée d'une télévision et d'un téléphone. Leur salles de bains privatives sont pourvues d'une baignoire. De plus, une connexion Wi-Fi est mise gratuitement à votre disposition dans l'ensemble de l'établissement.

La salon commun est agrémenté de poutres apparentes et d'un mobilier en bois. Vous apprécierez de vous détendre dans les fauteuils au coin du feu.

Le Vieux Carré se trouve à 400 mètres de la cathédrale Notre-Dame et à 450 mètres du musée des Beaux-Arts de Rouen. Vous trouverez un parking public à proximité."
Rouen;Hôtel De La Cathédrale;Avec une note de 7.8;https://www.booking.com/hotel/fr/de-la-cathedrale.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Arborant une façade à colombages datant du XVIIe siècle, l'Hôtel De La Cathédrale est situé à seulement 50 mètres de la cathédrale de Rouen, en plein cœur du centre historique de la ville. Cet établissement vous accueille à 4 km de la salle omnisports Kindarena. Lors de votre séjour, vous pourrez prendre un goûter dans une salle s'ouvrant sur la terrasse. Un parking public sécurisé et payant est accessible à proximité.

Les chambres à la décoration personnalisée comprennent toutes une télévision par câble à écran plat. Certaines possèdent un coin salon. Leur salle de bains privative est pourvue d'un sèche-cheveux.

Chaque matin, un petit-déjeuner buffet est servi dans la salle à manger, décorée dans un style normand traditionnel.

Vous séjournerez à 5 minutes à pied de l'église de Saint-Ouen. Enfin, l'Hôtel De La Cathédrale se trouve à seulement 1,6 km de la gare de Rouen-Rive-Droite."
Rouen;Radisson Blu Hotel, Rouen Centre;Avec une note de 8.9;https://www.booking.com/hotel/fr/radisson-blu-rouen-centre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Situé à Rouen, le Radisson Blu Hotel, Rouen Centre propose un restaurant servant des plats locaux de qualité, une salle de sport, un bar et un salon commun. Il propose des chambres familiales et une terrasse. Il propose une réception ouverte 24h/24, un service de navette, un service d'étage et une connexion Wi-Fi gratuite.

Toutes les chambres comprennent une armoire, une télévision et une salle de bains privative.

Le Radisson Blu Hotel, Rouen Centre sert un petit-déjeuner continental ou buffet.

Un centre d'affaires et des journaux sont mis à votre disposition sur place. Un parking privé est disponible moyennant des frais supplémentaires.

La cathédrale Notre-Dame de Rouen se trouve à 700 mètres. L'aéroport le plus proche, celui de Deauville-Normandie, est situé à 68 km.

Nous sommes également certifiés Green Key – nous agissons selon des critères environnementaux stricts, nous permettant de prendre soin de la planète. En choisissant un hôtel Green Key, vous êtes impliqué dans la promotion d'un tourisme responsable et plus durable !"
Rouen;Hotel De Quebec;Avec une note de 8.1;https://www.booking.com/hotel/fr/alive-hotel-de-quebec.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"L'Alive Hôtel de Québec vous accueille dans un quartier paisible au cœur de Rouen. Situé à 3 km de la salle omnisports Kindarena et à 5 minutes de marche de la vieille ville et de la cathédrale de Rouen, l'établissement fournit une connexion Wi-Fi gratuite.

Durant votre séjour, vous pourrez commencer la journée avec un petit-déjeuner buffet. Moyennant des frais supplémentaires, vous aurez aussi la possibilité de déguster le petit-déjeuner dans le confort de votre chambre.

L'hôtel met à votre disposition un salon commun pour vos moments de détente. De plus, son emplacement proche de la vieille ville vous permettra de découvrir ses rues étroites, ses antiquaires et ses jolies églises.

L'Alive Hôtel de Québec se trouve à 20 minutes de marche de la gare de Rouen Rive Droite et à 800 mètres de l'arrêt de tramway Théâtre des Arts."
Rouen;B&B HOTEL Rouen Centre;Avec une note de 6.7;https://www.booking.com/hotel/fr/comforthotelrouencentre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Le B&B HOTEL Rouen Centre vous accueille au cœur de Rouen, à proximité du centre commercial Saint-Sever et à 4 km du stade Kindarena. Il propose des chambres avec salle de bains privative, un restaurant et une réception ouverte 24h/24. Vous bénéficierez gratuitement d'une connexion Wi-Fi.

Les chambres sont équipées d'une télévision par satellite et d'un téléphone. Elles sont desservies par un ascenseur.

Le restaurant du B&B HOTEL Rouen Centre sert une cuisine traditionnelle. Vous pourrez vous détendre en dégustant une boisson au bar.

Vous séjournerez à 1,5 km de la gare de Rouen Orléans, accessible en 10 minutes en métro. Le jardin des plantes de Rouen est à 1 km. Un parking public est accessible au centre commercial Saint-Sever, situé à proximité de l'hôtel."
Rouen;Hôtel de Bourgtheroulde, Autograph Collection;Avec une note de 8.6;https://www.booking.com/hotel/fr/de-bourgtheroulde.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Ce boutique hôtel vous accueille dans le centre historique de Rouen, à côté du Gros-Horloge et à 2 km de la salle omnisports Kindarena. Vous bénéficierez d’un accès gratuit à la piscine intérieure, à la salle de sport et au spa où sont proposés un sauna, un hammam et une gamme de soins.

Toutes les chambres climatisées de l’Hotel de Bourgtheroulde comprennent une connexion Wi-Fi gratuite, une télévision à écran plat et une salle de bains privative. Certains hébergements donnent sur la galerie d’Aumale, la place de la Pucelle ou le temple Saint-Éloi.

Le restaurant L’Aumale sert une cuisine traditionnelle préparée à base de produits régionaux. L’établissement propose également un petit-déjeuner buffet. Vous aurez la possibilité de prendre un verre au bar ou sur la terrasse.

Lors de votre séjour, vous pourrez visiter la ville et ses sites d’intérêt, comme la cathédrale Notre-Dame et la place du Vieux-Marché. Vous séjournerez à 1 km de la gare de Rouen-Rive-Droite. Un parking privé est disponible sur place, sur réservation."
Rouen;Hotel Morand;Avec une note de 7.6;https://www.booking.com/hotel/fr/lemorand.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"L’Hotel Morand est un ancien relais de poste rénové du XVIIe siècle situé dans le centre historique de Rouen, à 400 mètres de la gare SNCF. Une connexion Wi-Fi est disponible gratuitement dans l’ensemble de l’établissement.

Toutes les chambres de l'Hotel Morand sont équipées d'un plateau/bouilloire et d'une télévision à écran plat. Chaque chambre comprend une salle de bains privative avec une douche et un sèche-cheveux.

Un petit-déjeuner continental est servi tous les matins sur place. Vous pourrez vous détendre dans le salon muni d’une cheminée et de poutres apparentes.

Le Morand se trouve en face du musée des Beaux-Arts, à 2 minutes de marche de la cathédrale de Rouen."
Rouen;Aparthotel Adagio Access Rouen Centre Cathédrale;Avec une note de 8.5;https://www.booking.com/hotel/fr/aparthotel-adagio-access-rouen-centre-cathedrale.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from=searchresults;"Bénéficiant d’un emplacement pratique à Rouen, l'Aparthotel Adagio Access Rouen Centre Cathédrale propose des chambres climatisées, un parking privé et un service d'étage. Chaque hébergement de cet hôtel 3 étoiles offre une vue sur le fleuve. Par ailleurs, un restaurant et un bar sont disponibles sur place. Vous séjournerez à 600 m de la cathédrale Notre-Dame de Rouen. L’établissement est non-fumeurs.

Toutes les chambres de l’hôtel comportent une machine à café. Toutes les chambres de l'Aparthotel Adagio Access Rouen Centre Cathédrale disposent d'un bureau, d'une télévision à écran plat et d'une salle de bains privative.

Le matin, l’établissement sert un petit-déjeuner buffet ou continental.

Parlant français et anglais, le personnel de la réception ouverte 24h/24 se fera un plaisir de vous fournir des informations utiles sur la région.

L'Aparthotel Adagio Access Rouen Centre Cathédrale se trouve à 1,3 km de la gare de Rouen-Rive-Droite et à 3,1 km du palais des sports Kindarena. L’aéroport de Beauvais-Tillé, le plus proche, est situé à 84 km."
Rouen;Eaux Spa;Avec une note de 8.7;https://www.booking.com/hotel/fr/eaux-spa.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from=searchresults;"L'Eaux Spa est situé à Rouen, à 2,4 km de la gare de l'Hôtel de ville de Soteville, à 2,8 km de la station de tramway 14-juillet et à 3,8 km de la cathédrale Notre-Dame. Il se trouve à environ 3,9 km du palais des sports Kindarena de Rouen, à 4 km de la gare de Rouen Rive Droite et à 4,6 km du parc des expositions de Rouen. Vous bénéficierez d'une connexion Wi-Fi gratuite dans l'ensemble des locaux. La gare de Rouen se trouve à 1,3 km.

Tous les logements comprennent un canapé, un coin salon, une télévision à écran plat avec des services de streaming, une kitchenette bien équipée et une salle de bains privative avec douche. Un micro-ondes, un réfrigérateur, des plaques de cuisson, une machine à café et une bouilloire sont également disponibles. Le linge de lit et les serviettes sont fournis.

Vous séjournerez à 3,6 km du musée des Beaux-Arts de Rouen et à 4,6 km du pont Flaubert. L'aéroport de Deauville-Normandie, le plus proche, est à 83 km."
Rouen;studi'home;Avec une note de 7.8;https://www.booking.com/hotel/fr/studi-39-home.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from=searchresults;"Situé à moins de 600 mètres du centre de Rouen, le Studi'home dispose d'une connexion Wi-Fi gratuite ainsi que d'une cuisine avec un four, un micro-ondes et un grille-pain. Vous séjournerez à 3 km du palais des sports Kindarena de Rouen, à 3,6 km de la gare de Voltaire et à 4,7 km de la gare de Rouen. Cet appartement dispose d'une entrée privée.

Tous les logements comprennent une armoire, une télévision à écran plat, une salle de bains privative, du linge de lit et des serviettes. Un réfrigérateur, des plaques de cuisson, des ustensiles de cuisine, une machine à café et une bouilloire sont également fournis. Les logements comprennent un coin salon.

Vous pourrez jouer au billard et au squash sur place. La région est prisée des amateurs de pub.

Vous séjournerez à proximité de la cathédrale Notre-Dame, de la gare de Rouen Rive Droite et du musée des Beaux-Arts de Rouen. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 85 km."
Rouen;Mercure Rouen Centre Cathédrale;Avec une note de 8.4;https://www.booking.com/hotel/fr/mercure-rouen-centre.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Le Mercure Rouen Centre Cathédrale propose des chambres climatisées dotées d'une télévision par satellite, d'une connexion Wi-Fi gratuite et d'une salle de bains privative dans le centre de Rouen, à 160 mètres de la cathédrale Notre-Dame et à 3 km du palais des sports de Rouen.

L'établissement sert un petit-déjeuner complet que vous pourrez déguster dans le confort de votre chambre. Un petit-déjeuner express est également disponible. Vous pourrez par ailleurs prendre un verre au bar de l'hôtel.

Le Mercure Rouen Centre se trouve à seulement quelques pas de la place du Vieux Marché et du Gros-Horloge. La gare de Rouen est située à seulement 1 km. L'établissement met un parking privé souterrain à votre disposition."
Rouen;Le Mini Loft - Au Coeur de Rouen - Déco Atelier;Avec une note de 7.1;https://www.booking.com/hotel/fr/le-mini-loft-rouen.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Situé dans le centre de Rouen, à seulement 300 mètres de la cathédrale Notre-Dame et à 1,2 km de la gare de Rouen Rive Droite, Le Mini Loft - Au Coeur de Rouen - Déco Atelier propose un hébergement avec vue sur la cour intérieure et connexion Wi-Fi gratuite. Vous séjournerez à environ 3,7 km du palais des sports Kindarena de Rouen, à 4,3 km de la gare de Soteville et à 5 km de la station de tramway 14-juillet. Cet établissement non-fumeurs se trouve à 3,4 km de la gare de Rouen-Voltaire.

Cet appartement comprend une chambre, une télévision par satellite à écran plat, un lave-linge et une salle de bains pourvue d'une douche à l'italienne. Sa cuisine entièrement équipée comporte un four et un micro-ondes. Le linge de lit, les serviettes et un service de blanchisserie sont fournis.

Vous séjournerez à 600 mètres du musée des Beaux-Arts de Rouen et à 7,1 km du parc des expositions de Rouen. L'aéroport de Beauvais-Tillé, le plus proche, est implanté à 83 km."
Rouen;Ibis Styles Rouen Centre Cathédrale;Avec une note de 6.7;https://www.booking.com/hotel/fr/ibis-styles-rouen-centre-cathedrale.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDHNlYXJjaF9yb3VlbkgNWANoTYgBAZgBDbgBF8gBDNgBA-gBAfgBA4gCAZgCAqgCA7gCl_m0uAbAAgHSAiQ4OTE3Y2JiMS1hMDU4LTRiN2QtODIyNy1jNDJlNGJmNWM4YmXYAgTgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=27696ecbc6250383&srepoch=1728920728&from_sustainable_property_sr=1&from=searchresults;"Doté d'une connexion Wi-Fi gratuite et d'une terrasse, l'Ibis Styles Rouen Centre Cathédrale propose des hébergements à Rouen, à 1,6 km de la gare de la ville ainsi qu'à 3 km du palais des sports du Kindarena. Les animaux domestiques sont les bienvenus. De plus, un parking public est accessible à proximité de l'établissement moyennant des frais supplémentaires.

Certaines chambres offrent une vue sur le fleuve ou la ville, tandis que d'autres disposent d'un balcon. Chacune d'entre elles comprend une salle de bains privative et une télévision à écran plat.

Lors de votre séjour, vous pourrez déguster un petit-déjeuner buffet sur place.

La cathédrale Notre-Dame de Rouen se trouve à 200 mètres de l'ibis Styles Rouen Centre Cathédrale, tandis que l'hôpital universitaire de Rouen est à 900 mètres. Enfin, l'aéroport de Beauvais-Tillé, le plus proche, se situe à 73 km."
